"facltNm","contentId","manageSttus","induty","lctCl","doNm","sigunguNm","operPdCl","sbrsCl","facltDivNm","siteBottomCl1","siteBottomCl2","siteBottomCl3","siteBottomCl4","siteBottomCl5","roomCount"
"강촌포도펜션오토캠핑장","168","운영","자동차야영장","계곡","강원도","춘천시","봄,여름,가을","전기,무선인터넷,장작판매,온수,트렘폴린,운동시설","민간","0","8","7","0","0","15"
"섬진강문화학교 캠핑장","1681","운영","일반야영장","산,숲,계곡","전라남도","곡성군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","민간","28","0","0","0","0","28"
"섬진강향가오토캠핑장","1682","운영","일반야영장","강","전라북도","순창군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,물놀이장,놀이터,운동장,운동시설,마트.편의점","지자체","0","0","37","0","0","47"
"성당포구금강체험관야영장","1684","운영","일반야영장","강","전라북도","익산시","봄,여름,가을,겨울","전기,물놀이장,놀이터,산책로,운동장","민간","0","0","8","0","0","8"
"성덕댐 수달 캠핑장","1685","운영","일반야영장,카라반","숲,강","경상북도","청송군","봄,여름,가을","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","민간","0","16","7","7","0","33"
"성동힐링센터 휴(休)영월캠프","1686","운영","자동차야영장,글램핑","","강원도","영월군","봄,여름,가을","전기,무선인터넷,온수,산책로","지자체","0","0","10","0","0","15"
"성주봉 자연휴양림","1689","운영","일반야영장","산,숲","경상북도","상주시","여름","물놀이장,놀이터,운동장,운동시설","자연휴양림","0","0","0","40","48","88"
"성주자연오토캠핑장","1692","운영","일반야영장","산,계곡","경상북도","성주군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트.편의점","민간","0","11","0","0","0","11"
"프랜즈 캠크닉(주)","1693","운영","자동차야영장","","경기도","양평군","","","민간","0","0","0","0","0","0"
"세라핌 글램핑 캠핑장","1696","운영","자동차야영장,글램핑","계곡","경기도","가평군","봄,여름,가을,겨울","전기,장작판매,온수,트렘폴린,물놀이장,운동시설","지자체","0","0","0","0","0","31"
"세종 합강캠핑장","1698","운영","일반야영장,카라반","강","세종시","세종시","봄,여름,가을,겨울","전기,장작판매,온수,놀이터,산책로,운동시설,마트.편의점","지자체","114","0","0","0","0","143"
"드림랜드오토캠핑장","17","운영","일반야영장,자동차야영장,글램핑","산,숲,강","경상북도","영천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","민간","0","110","17","0","0","287"
"강화고인돌 캠핑장","170","운영","일반야영장","섬","인천시","강화군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","민간","0","0","21","9","0","0"
"센티마르글램핑","1701","운영","일반야영장,글램핑","해변","충청남도","태안군","봄,여름,가을,겨울","전기,온수,트렘폴린,물놀이장,놀이터,운동시설","민간","0","1","19","0","0","29"
"소금강마을에코센터 오토캠핑장","1703","운영","일반야영장","산,강","강원도","강릉시","봄,여름,가을","전기,무선인터넷,온수,산책로","지자체","0","0","20","0","0","20"
"소금강자동차야영장","1704","운영","일반야영장","산,숲,계곡","강원도","강릉시","봄,여름,가을","전기,놀이터","국립공원","0","0","0","0","169","169"
"소나무 캠핑장","1705","운영","일반야영장","","충청북도","단양군","","","민간","0","0","0","0","0","0"
"소나무농원 캠핑장","1706","운영","일반야영장","산,숲","경기도","포천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","민간","0","0","0","0","0","0"
"소나무숲아래","1707","운영","자동차야영장","산,숲,계곡","충청북도","충주시","봄,여름,가을","전기,무선인터넷,장작판매,온수,물놀이장,운동시설","민간","0","0","22","0","0","22"
"소나무와 계곡 캠핑장","1709","운영","일반야영장,자동차야영장","","강원도","영월군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,운동시설","민간","0","74","0","0","0","74"
"소도캠핑장","1710","운영","일반야영장","숲","경기도","포천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","민간","0","3","28","0","0","31"
"소리길 오토캠핑장","1711","운영","일반야영장,자동차야영장,카라반","산,숲,계곡","경상남도","합천군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점","민간","0","48","0","0","0","48"
"소막골야영장","1715","운영","일반야영장","산,숲","경상남도","산청군","봄,여름,가을","무선인터넷","국립공원","0","0","26","0","12","38"
"소백산국립공원 남천야영장","1717","운영","일반야영장","","충청북도","단양군","","전기","국립공원","0","0","0","0","0","0"
"소백산삼가야영장","1718","운영","일반야영장","","경상북도","영주시","","전기,온수,운동시설","국립공원","0","0","0","0","0","0"
"소백산오토캠핑장","1719","운영","일반야영장","","충청북도","단양군","","전기,운동시설","민간","0","0","0","0","0","0"
"소석힐링캠핑장","1721","운영","일반야영장","계곡,도심","경상남도","양산시","봄,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린","민간","0","0","15","0","0","15"
"소선암 오토캠핑장","1723","운영","자동차야영장","","충청북도","단양군","","전기,장작판매,온수,운동시설","지자체","0","0","0","0","0","0"
"강화도산들애농원캠핑수영장","173","운영","자동차야영장","산,숲","인천시","강화군","봄,여름,가을","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","민간","0","35","0","0","0","35"
"소풍가는날펜션 오토캠핑장","1734","운영","자동차야영장","계곡","충청북도","제천시","봄,여름,가을,겨울","전기,장작판매,온수,놀이터,운동장,운동시설","민간","0","16","0","0","0","16"
"소풍관광농원","1735","운영","일반야영장","","충청북도","단양군","","","민간","0","0","0","0","0","0"
"소풍정원 캠핑장","1736","운영","자동차야영장","","경기도","평택시","","전기,온수,운동시설","지자체","0","0","0","0","0","0"
"속리산 사계절 캠핑장","1738","운영","일반야영장","계곡","경상북도","상주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","민간","0","31","1","0","0","32"
"속리산사나래캠핑장","1740","운영","자동차야영장","숲","충청북도","보은군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,운동장,운동시설","민간","0","58","0","0","0","58"
"속리산알프스캠핑장&펜션","1741","운영","자동차야영장","숲","충청북도","보은군","봄,여름,가을","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설","민간","2","38","0","0","0","40"
"속초해변 국민여가 캠핑장","1742","운영","자동차야영장","해변","강원도","속초시","봄,여름,가을","전기,온수","국민여가","0","0","56","0","0","56"
"솔내음 야영장","1744","운영","일반야영장","","충청남도","서천군","","","지자체","0","0","0","0","0","0"
"솔내음캠핑장","1746","운영","일반야영장","숲","경기도","김포시","봄,여름,가을,겨울","전기,온수,운동시설","민간","0","0","0","0","0","38"
"솔담길 오토캠핑장","1749","운영","일반야영장,자동차야영장,카라반,글램핑","산","경상북도","군위군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,마트.편의점","민간","0","31","0","0","0","68"
"강화캠핑파크","175","운영","일반야영장,글램핑","숲","인천시","강화군","봄,여름,가을,겨울","전기,온수,운동시설","민간","0","0","0","0","0","75"
"솔뜰 캠핑장","1750","운영","일반야영장,자동차야영장","산,숲","경기도","양평군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","민간","0","69","25","0","0","114"
"솔바다 캠핑장","1755","운영","일반야영장","섬","인천시","옹진군","봄,여름,가을","전기,무선인터넷,장작판매,온수,운동시설","민간","0","3","15","0","0","18"
"솔바람야영장","1756","휴장","자동차야영장","계곡","강원도","양양군","여름","","민간","0","0","22","0","0","22"
"솔바람 캠핑장","1757","운영","일반야영장","","경상북도","청도군","","전기,놀이터,운동시설","민간","0","0","0","0","0","0"
"솔바람오토캠핑장","1759","운영","일반야영장,자동차야영장,카라반","산,숲,계곡","경상남도","밀양시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","민간","0","1","0","0","0","30"
"개금불 어뮤니티","176","운영","일반야영장","산,숲,계곡","경상남도","합천군","봄,여름,가을,겨울","전기,온수,놀이터,마트.편의점","민간","7","0","3","0","0","10"
"솔방울캠핑장","1761","운영","자동차야영장","숲,계곡","강원도","인제군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,운동시설","민간","0","0","8","0","0","8"
"솔밭 캠프장","1763","운영","일반야영장,자동차야영장","계곡","강원도","영월군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,운동시설","민간","0","70","0","0","0","70"
"솔밭야영장","1769","운영","일반야영장","","강원도","양양군","봄,여름,가을","","민간","0","25","15","0","0","40"
"솔밭체육공원오토캠핑장","1770","운영","일반야영장","숲,계곡","강원도","횡성군","봄,여름,가을","전기,장작판매,트렘폴린,물놀이장,운동장","민간","0","30","0","0","0","30"
"솔밭캠핑장","1771","운영","일반야영장","산","인천시","옹진군","","전기,장작판매,온수,물놀이장,운동시설","민간","0","0","0","0","0","0"
"솔밭펜션캠핑장","1773","운영","자동차야영장","산,숲,계곡","경기도","가평군","봄,여름,가을,겨울","전기,운동시설","민간","0","50","0","0","0","100"
"솔봉계곡쉼터야영장","1774","운영","자동차야영장","계곡","강원도","강릉시","봄,여름,가을,겨울","전기,장작판매,온수,운동시설","민간","0","0","0","90","0","90"
"사천비토솔섬오토캠핑장","1776","운영","자동차야영장","산,숲","경상남도","사천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","민간","0","30","0","0","0","30"
"솔잎오토캠핑장","1782","운영","일반야영장","계곡","강원도","평창군","","전기,운동시설","민간","0","0","0","0","0","0"
"솔티야영장","1785","운영","일반야영장","숲,계곡","충청북도","단양군","봄,여름,가을","전기,무선인터넷,장작판매,온수,놀이터,운동시설","민간","0","21","9","0","0","30"
"송가네 오가리캠핑장","1786","운영","일반야영장","산,숲,강","경기도","포천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점","민간","0","45","0","0","0","45"
"송도스포츠캠핑장","1788","운영","자동차야영장","해변","인천시","연수구","봄,여름,가을,겨울","전기,온수,물놀이장,산책로,운동시설","지자체","6","46","16","0","0","68"
"송도오토캠핑장","1789","운영","일반야영장","해변","충청남도","태안군","봄,여름,가을","전기,온수,물놀이장,산책로,마트.편의점","민간","0","19","1","0","0","20"
"개미들솔향기야영장","179","운영","자동차야영장","","강원도","정선군","","전기,장작판매,온수","민간","0","0","0","0","0","0"
"어은돌송림캠핑장","1793","운영","일반야영장","해변","충청남도","태안군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,놀이터,산책로,운동장,운동시설","민간","0","160","0","0","0","160"
"송백농원캠핑장","1794","운영","일반야영장","숲","경상남도","양산시","봄,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설,마트.편의점","민간","0","0","22","0","0","22"
"송정 자연휴양림","1796","운영","일반야영장","산","경상북도","칠곡군","봄,여름,가을,겨울","물놀이장,놀이터","지자체","0","0","73","0","0","73"
"송정솔바람야영장","1797","운영","일반야영장","해변,숲","경상남도","남해군","봄,여름,가을,겨울","전기,온수,물놀이장,놀이터,운동시설","지자체","0","0","0","0","14","14"
"(주)자연인","18","운영","일반야영장,글램핑","숲","제주도","제주시","봄,여름,가을,겨울","운동시설","민간","0","0","0","0","0","20"
"개암벌 용소 관광농원 캠핑장","180","운영","자동차야영장","계곡","강원도","홍천군","봄,여름,가을","전기,장작판매,온수,놀이터,운동시설","민간","0","0","5","13","0","18"
"송지호 오토 캠핑장","1802","운영","자동차야영장","해변","강원도","고성군","봄,여름,가을,겨울","전기,무선인터넷,온수,놀이터","지자체","0","0","90","0","0","90"
"송천떡마을야영장","1803","운영","자동차야영장","계곡","강원도","양양군","봄,여름,가을","전기,온수,놀이터","민간","0","12","16","0","0","28"
"송호국민관광지 야영장","1807","운영","일반야영장","숲,강","충청북도","영동군","","무선인터넷,온수,물놀이장,놀이터,산책로,운동시설","지자체","0","0","0","0","0","0"
"수락베이스캠프","1818","운영","일반야영장,글램핑","숲,계곡","충청남도","논산시","봄,여름,가을","전기,장작판매,온수,물놀이장,놀이터,운동장,운동시설","민간","0","0","0","0","0","4"
"수레의산 국민여가 캠핑장","1820","운영","일반야영장","산","충청북도","음성군","봄,여름,가을","전기,무선인터넷,온수,물놀이장,놀이터,산책로,운동장","국민여가","0","25","5","0","0","30"
"수목원프로방스 캠핑장","1825","운영","일반야영장","산,숲","경기도","포천시","봄,여름,가을","전기,무선인터넷,장작판매,온수,놀이터,운동시설","민간","0","43","11","0","0","54"
"수목화 송정마을 오토캠핑장","1827","운영","자동차야영장,글램핑","강","강원도","고성군","봄,여름,가을,겨울","전기,장작판매,온수,운동시설","국립공원","0","0","30","0","0","40"
"수봉야영장","1829","운영","자동차야영장","계곡","강원도","양양군","여름,가을","전기,장작판매,운동시설","민간","0","0","0","30","0","30"
"수산아카데미","1830","운영","일반야영장","산,숲,계곡","경기도","남양주시","봄,여름,가을","전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동시설","민간","0","30","0","0","0","30"
"수승대 오토캠핑장","1832","운영","일반야영장","산,계곡","경상남도","거창군","봄,여름,가을,겨울","전기,온수","지자체","0","0","0","0","0","15"
"수승대야영장","1833","운영","일반야영장","산,숲,계곡","경상남도","거창군","봄,여름,가을","물놀이장,놀이터,운동장,운동시설,마트.편의점","지자체","0","0","84","0","0","84"
"수원산 오토캠핑장","1835","운영","일반야영장","산,숲,계곡","경기도","포천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","민간","0","27","0","0","0","40"
"수하 캠핑파크","1838","운영","자동차야영장","숲","강원도","홍천군","봄,여름,가을","전기,온수,물놀이장,놀이터","지자체","0","0","15","0","0","15"
"수희재캠프","1842","운영","자동차야영장","계곡","강원도","영월군","여름","전기","민간","0","6","0","0","0","6"
"순창향 관광농원 오토캠핑장","1843","운영","일반야영장","","전라북도","순창군","봄,여름,가을,겨울","전기,장작판매,온수,놀이터,산책로,운동시설","민간","50","0","0","0","0","50"
"순천 승주CC 글램핑","1846","운영","일반야영장,글램핑","산,숲","전라남도","순천시","봄,여름,가을,겨울","전기,무선인터넷,운동시설","민간","0","0","0","0","0","16"
"순천국민여가캠핑장","1849","운영","일반야영장","산,숲,계곡","전라남도","순천시","봄,여름,가을,겨울","전기,온수,놀이터","국민여가","4","0","8","0","0","19"
"숲과 개울 오토캠핑장&펜션","1853","운영","일반야영장","계곡","강원도","평창군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점","민간","0","12","2","0","0","14"
"숲들내캠핑장","1854","운영","일반야영장,글램핑","숲","충청남도","천안시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,운동장","민간","0","0","0","0","0","21"
"숲속가든 캠핑장","1857","운영","일반야영장","산,숲,계곡","경상남도","사천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","민간","0","4","4","0","22","30"
"숲속의 쉼터","1865","운영","일반야영장,글램핑","산,계곡","경기도","연천군","봄,여름,가을,겨울","전기,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설,마트.편의점","민간","0","19","7","0","0","54"
"숲속의베리팜","1868","운영","일반야영장","산,숲","전라남도","화순군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,놀이터,산책로,운동장,운동시설,마트.편의점","민간","11","0","8","4","0","53"
"숲속캠핑장","1871","운영","일반야영장","산,숲","경상북도","봉화군","봄,여름,가을,겨울","전기,장작판매,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점","민간","0","0","0","9","0","9"
"숲이조아 오토캠핑장","1875","운영","일반야영장","산,숲","경상북도","문경시","봄,여름,가을,겨울","전기,온수,물놀이장,산책로,운동시설,마트.편의점","민간","0","0","0","0","0","76"
"쉬리마을 농어촌 관광 휴양단지 야영장","1876","운영","일반야영장","강","강원도","철원군","봄,여름,가을,겨울","전기,무선인터넷,온수,물놀이장,놀이터,산책로,마트.편의점","민간","72","0","18","0","0","90"
"쉼이있는자유","1878","운영","일반야영장","","충청남도","태안군","","","민간","0","0","0","0","0","0"
"쉼표캠핑장","1879","운영","일반야영장","","경상북도","김천시","","전기,무선인터넷,온수,운동시설","지자체","0","0","0","0","0","0"
"스카이 운학 오토캠핑장","1885","운영","일반야영장,자동차야영장","계곡","충청북도","제천시","봄,여름,가을","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","민간","0","107","13","0","0","120"
"스카이글램핑","1887","운영","글램핑","숲","경기도","남양주시","봄,여름,가을","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설","민간","0","0","0","0","0","9"
"두드림 캠핑장","1888","운영","일반야영장,글램핑","숲","경상북도","영천시","봄,여름,가을,겨울","전기,장작판매,온수,트렘폴린,물놀이장,운동장","민간","0","0","0","0","0","14"
"스톤엑스 캠핑장","1892","운영","일반야영장","강","강원도","홍천군","봄,여름,가을","전기,무선인터넷,장작판매,온수,마트.편의점","민간","0","0","0","24","0","24"
"스톤힐 글램핑","1893","운영","일반야영장,글램핑","도심","경기도","양평군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설","민간","0","4","0","0","0","12"
"승봉도 캠핑장","1898","운영","자동차야영장,카라반","해변","인천시","옹진군","봄,여름,가을","전기,온수,산책로,마트.편의점","지자체","0","0","15","0","0","18"
"거북바위 야영장","190","운영","자동차야영장","산","경기도","양평군","봄,여름,가을","전기,장작판매,온수,운동시설","민간","0","12","6","0","0","18"
"시냇가 캠핑장","1900","운영","일반야영장","숲","충청북도","괴산군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점","민간","3","15","0","0","0","18"
"시목 야영장","1903","운영","일반야영장","","전라남도","신안군","여름","","국립공원","0","0","0","0","0","0"
"신대리야영장","1911","운영","자동차야영장","","강원도","횡성군","","","지자체","0","0","0","0","0","0"
"신불산폭포 자연휴양림","1916","운영","자동차야영장","산,숲","울산시","울주군","봄,여름,가을,겨울","운동시설","지자체","0","0","12","0","0","12"
"신선계곡 야영장","1917","운영","일반야영장","","경기도","광주시","","전기,무선인터넷,장작판매,온수","민간","0","0","0","0","0","0"
"신어산자연숲캠핑장","1920","운영","일반야영장","산,숲","경상남도","김해시","봄,여름,가을,겨울","전기","민간","0","0","37","0","0","37"
"신화가족목공체험 캠핑소","1925","운영","자동차야영장","숲","경기도","양평군","봄,여름,가을,겨울","전기,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점","민간","0","0","0","30","0","30"
"거제글램퍼스","193","운영","일반야영장,카라반,글램핑","해변,산,숲","경상남도","거제시","","전기,온수,놀이터,산책로","민간","0","0","0","0","0","0"
"한마음심천캠핑랜드","1930","운영","일반야영장,자동차야영장,카라반,글램핑","숲","충청남도","금산군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","민간","0","0","0","0","0","170"
"심학산야영장","1931","운영","글램핑","숲","경기도","파주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,운동시설","민간","0","0","0","0","0","10"
"십이선녀탕 통나무집 야영장","1933","운영","자동차야영장","계곡","강원도","인제군","봄,여름,가을","전기,운동시설","민간","0","0","0","44","0","44"
"십자봉오토캠핑장","1934","운영","일반야영장","숲,계곡","충청북도","제천시","봄,여름,가을","전기,장작판매,온수,놀이터,운동장,운동시설","민간","0","24","0","0","0","24"
"싸리목캠핑장","1936","운영","자동차야영장","산,숲","강원도","인제군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,운동시설","민간","0","0","7","13","0","20"
"쌍곡예당","1937","운영","일반야영장","숲,계곡","충청북도","괴산군","봄,여름,가을","전기,장작판매,온수,트렘폴린,운동시설","민간","0","10","0","0","0","10"
"써니밸리 오토캠핑장","1940","운영","일반야영장","산,숲,계곡","충청북도","괴산군","봄,여름,가을","전기,장작판매,온수,트렘폴린,물놀이장,산책로,운동장,운동시설,마트.편의점","민간","0","76","0","0","0","76"
"써니아일랜드 야영장","1941","운영","일반야영장","해변,섬","전라남도","여수시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,놀이터,운동시설,마트.편의점","민간","2","6","3","0","0","11"
"써니힐글램핑","1942","운영","글램핑","산","강원도","횡성군","봄,여름,가을,겨울","전기,온수,물놀이장,운동시설","지자체","0","0","0","0","0","11"
"썬빌리지펜션캠핑장","1943","운영","일반야영장","해변","경상북도","포항시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","민간","0","80","2","0","0","82"
"썬오브캠핑장","1945","운영","일반야영장,글램핑","산,계곡","경기도","포천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,산책로,운동시설","민간","0","0","0","0","0","23"
"씨사이드힐 캠핑장","1947","운영","일반야영장","해변","인천시","강화군","봄,여름,가을,겨울","전기,무선인터넷,온수","민간","0","0","0","0","0","35"
"씨앗골캠핑장","1949","운영","일반야영장","숲","충청북도","청주시","봄,여름,가을","전기,장작판매,온수,놀이터,산책로","민간","2","19","0","0","0","21"
"씨엘관광농원","1951","운영","자동차야영장","","경기도","안산시","","","지자체","0","0","0","0","0","0"
"아날로거 무릉도원점","1955","운영","글램핑","계곡","강원도","영월군","봄,여름,가을","전기,장작판매,온수,물놀이장,운동시설","민간","0","0","10","0","0","10"
"아날로그데이","1957","운영","자동차야영장","도심","경상북도","군위군","봄,여름,가을,겨울","전기,장작판매,온수,트렘폴린,운동시설","민간","0","0","13","0","0","15"
"로드스타","1958","운영","일반야영장,글램핑","숲,계곡","강원도","횡성군","봄,여름,가을","전기,무선인터넷,장작판매,온수,운동시설","민간","0","20","0","0","0","20"
"아담펜션&캠핑장","1960","운영","자동차야영장,글램핑","산","경기도","가평군","봄,여름,가을","전기,무선인터넷,장작판매,물놀이장,놀이터,운동장,운동시설","민간","4","4","0","0","0","6"
"아델리아","1961","운영","일반야영장","","경상북도","경주시","","","민간","0","0","0","0","0","0"
"아름다운 캠프","1970","운영","일반야영장","","강원도","동해시","봄,여름,가을","전기,장작판매,온수,트렘폴린,운동시설,마트.편의점","민간","0","0","0","0","0","0"
"거제자연휴양림","198","운영","일반야영장","","경상남도","거제시","","온수,놀이터,운동시설","지자체","0","0","0","0","0","0"
"아버지의숲 산정캠프","1982","운영","일반야영장","산,숲,계곡","경기도","포천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,놀이터,운동시설","민간","0","36","0","0","0","33"
"아빠가 만든 캠핑장","1984","운영","일반야영장","산","강원도","영월군","봄,여름,가을","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","민간","0","30","0","0","0","30"
"아빠랑 놀자","1986","운영","일반야영장,글램핑","산","경상남도","합천군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,운동시설,마트.편의점","민간","0","0","0","0","0","20"
"아빠의 캠프","1987","운영","일반야영장","","경상북도","청도군","","","지자체","0","0","0","0","0","0"
"아빠의 캠핑장","1988","운영","자동차야영장,글램핑","계곡","강원도","원주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설","민간","0","15","0","0","0","20"
"아빠의나무 야영장","1989","운영","일반야영장","숲,계곡","충청북도","괴산군","봄,여름,가을","전기,무선인터넷,장작판매,온수,물놀이장,운동시설","민간","0","10","0","0","0","10"
"거창A글램핑","199","운영","일반야영장,글램핑","","경상남도","거창군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,운동시설","민간","0","0","0","0","0","14"
"아빠캠핑가 오토캠핑장","1990","운영","자동차야영장","호수","충청북도","진천군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,운동시설","민간","0","30","2","0","0","32"
"아산곡교천야영장","1993","운영","일반야영장","강,도심","충청남도","아산시","봄,여름,가을,겨울","전기,온수,운동시설","민간","0","67","0","0","0","67"
"아산글램핑캠핑장","1994","운영","자동차야영장,카라반,글램핑","산","충청남도","아산시","봄,여름,가을,겨울","전기,장작판매,온수,물놀이장,산책로,마트.편의점","민간","0","0","0","0","0","20"
"아우라지 글램핑","1996","운영","글램핑","산,계곡","강원도","정선군","봄,여름,가을","전기,장작판매,온수,물놀이장,놀이터,운동시설","민간","0","0","0","0","0","17"
"아우라지관광지","1997","운영","자동차야영장","","강원도","정선군","봄,여름,가을,겨울","놀이터,산책로,운동시설","지자체","0","0","25","0","25","50"
"아이비캠핑장","1999","운영","일반야영장,자동차야영장,카라반","산,숲,계곡,강","경상남도","밀양시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","민간","0","0","0","23","0","23"
"아이에프에이 캠프운악","2000","운영","일반야영장,글램핑","산,숲","경기도","포천시","봄,여름,가을,겨울","전기,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","민간","34","0","44","0","0","81"
"아잘리아 그린","2003","운영","일반야영장","해변,산,숲","충청남도","당진시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트.편의점","민간","0","55","2","0","0","57"
"아침가리 계곡 캠핑장","2005","운영","자동차야영장","","강원도","인제군","","놀이터","민간","0","0","0","0","0","0"
"아트인아일랜드","2009","운영","자동차야영장","숲,강","강원도","평창군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터","민간","0","0","5","25","0","30"
"아트캠핑빌리지","2010","운영","일반야영장","숲","충청남도","논산시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설","민간","0","0","0","19","0","19"
"나무다 캠핑장","2012","운영","일반야영장","숲,계곡","경기도","포천시","","전기,장작판매,온수","민간","0","0","0","0","0","9"
"완주힐조타운 캠핑장","2013","운영","일반야영장,글램핑","산,숲","전라북도","완주군","봄,여름,가을,겨울","놀이터","민간","0","0","0","0","0","11"
"타이거스피드 안녕오토캠핑장","2014","운영","일반야영장","해변","경상남도","창원시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,놀이터,마트.편의점","민간","0","20","0","0","0","20"
"안단테 홍천캠핑장","2015","휴장","자동차야영장","","강원도","홍천군","","온수,물놀이장,놀이터","민간","0","0","0","0","0","0"
"안산화랑오토캠핑장","2022","운영","일반야영장,자동차야영장,카라반","도심","경기도","안산시","봄,여름,가을,겨울","전기,온수,놀이터,산책로","지자체","0","0","0","0","0","85"
"안성내츄럴리조트 오토캠핑장","2028","운영","자동차야영장","","경기도","안성시","","전기","민간","0","0","0","0","0","0"
"안성맞춤 캠핑장","2031","운영","일반야영장,자동차야영장,카라반,글램핑","","경기도","안성시","","전기,온수,산책로,운동시설","지자체","0","0","0","0","0","0"
"안성비봉산 캠핑장","2032","운영","일반야영장","","경기도","안성시","","","민간","0","0","0","0","0","0"
"안태울캠핑장","2033","운영","일반야영장","숲","경기도","양주시","봄,여름,가을,겨울","전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설","민간","15","0","30","0","0","45"
