"facltNm","contentId","manageSttus","induty","lctCl","doNm","sigunguNm","operPdCl","sbrsCl","facltDivNm","siteBottomCl1","siteBottomCl2","siteBottomCl3","siteBottomCl4","siteBottomCl5","roomCount"
"서천 힐링 캠핑장","101361","운영","일반야영장","산","충청남도","서천군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"우니메이카 춘천점","101362","운영","일반야영장","산","강원도","춘천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"푸른숲","101363","운영","일반야영장","산,숲","강원도","평창군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"캠프히어","101364","운영","일반야영장","","전라북도","전주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"평창 별내림계곡캠핑장","101365","운영","일반야영장","계곡","강원도","평창군","봄,여름,가을,겨울","전기,장작판매,온수,물놀이장,마트.편의점","민간","0","0","0","0","0","26"
"야단법석","101366","운영","일반야영장","강","강원도","영월군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,마트.편의점","민간","0","0","0","0","0","0"
"더클라우드","101367","운영","일반야영장,글램핑","산","강원도","평창군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,산책로","민간","0","0","0","0","0","16"
"스테이아웃","101368","운영","일반야영장","","충청북도","제천시","봄,여름,가을,겨울","","민간","0","15","0","0","0","15"
"산들캠핑파크","101369","운영","자동차야영장,글램핑","산","경상남도","의령군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","민간","0","0","0","0","0","33"
"돈내코 야영장","101370","운영","일반야영장","","제주도","서귀포시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"춘천 금병산 캠핑장","101371","운영","일반야영장","","강원도","춘천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"가덕카라글램핑","101372","운영","일반야영장","","부산시","강서구","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"경상남도교육청 종합복지관 분원 미숭산교직원휴양원","101373","운영","자동차야영장","","경상남도","합천군","봄,여름,가을,겨울","","지자체","0","0","0","0","0","0"
"워터사이드 캠핑장","101374","운영","자동차야영장","","충청북도","진천군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"가평아지트캠핑장","101375","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"남해에코촌","101376","운영","일반야영장","","경상남도","남해군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"해빛뜰마을","101377","운영","일반야영장","","경상북도","울진군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"판타스틱 캠프닉","101378","운영","일반야영장","","경기도","시흥시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"난지섬 쭈꾸미 캠핑장","101379","운영","일반야영장","","충청남도","당진시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"청평카라반캠핑장","101380","운영","일반야영장,카라반","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"히어위고 글램핑&바베큐","101381","운영","일반야영장","","충청남도","공주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"구슬내마을 야영장","101382","운영","일반야영장","","강원도","횡성군","봄,여름,가을,겨울","","지자체","0","0","0","0","0","0"
"이유캠핑","101383","운영","일반야영장","","경상북도","영천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"인더풀 글램핑","101384","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"캠프 아리울","101385","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"해랑해관광농원 캠핑장","101386","운영","일반야영장","","충청남도","태안군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"럼버잭 캠핑","101387","운영","일반야영장","","강원도","양양군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"돌담캠핑장","101388","운영","일반야영장","","대구시","군위군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"보령교육가족체험장","101389","운영","일반야영장","","충청남도","보령시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"하동플레이","101390","운영","일반야영장","","경상남도","하동군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"인제나들목캠핑장","101391","운영","일반야영장","","강원도","인제군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"조은캠핑","101392","운영","일반야영장","","경상북도","경주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"노을빛바다 캠핑장B","101393","운영","일반야영장","","충청남도","서산시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"별빛 오토캠핑장","101394","운영","자동차야영장","","강원도","양양군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"스테이123","101395","운영","일반야영장,글램핑","숲","강원도","강릉시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,산책로","민간","0","0","0","0","0","6"
"망고땡 글램핑","101396","운영","일반야영장","","강원도","춘천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"붉은노을","101397","운영","자동차야영장","","전라북도","무주군","","","민간","0","0","0","0","0","0"
"가자 캠핑장","101398","운영","자동차야영장","","전라북도","진안군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"스윗피크닉","101399","운영","일반야영장","","경기도","가평군","","","민간","0","0","0","0","0","0"
"숲내음에 머물다","101400","운영","일반야영장","","전라남도","광양시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"마마루스 야영장","101401","운영","일반야영장","","강원도","춘천시","","","민간","0","0","0","0","0","0"
"산골너머 캠핑장","101402","운영","일반야영장,카라반","","전라북도","순창군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수","민간","0","0","0","0","0","14"
"마방캠핑장","1016","운영","일반야영장","산,숲,계곡","경상북도","봉화군","여름","전기,온수,물놀이장,놀이터","민간","0","0","0","0","15","15"
"가평사계절캠핑장","102","운영","일반야영장,자동차야영장","숲,계곡,도심","경기도","가평군","봄,여름,가을","전기,무선인터넷,온수,트렘폴린,마트.편의점","민간","0","23","0","0","0","71"
"마음이 머무는 곳","1023","운영","자동차야영장","산","강원도","화천군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,놀이터,운동시설","민간","0","12","16","0","0","28"
"마이산 풍혈냉천 캠핑장","1024","운영","일반야영장,글램핑","산,숲","전라북도","진안군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,운동시설","민간","0","0","36","0","0","41"
"마이웨이 리조트 관광농원","1025","운영","일반야영장,글램핑","산,숲","경상남도","밀양시","봄,여름,가을,겨울","전기,온수,물놀이장,놀이터","민간","0","0","0","0","0","14"
"만리포몰디브","1027","운영","일반야영장","","충청남도","태안군","","전기,온수","민간","0","0","0","0","0","0"
"만리포미소카라반","1028","운영","일반야영장,카라반","해변","충청남도","태안군","","전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","민간","0","0","1","0","0","0"
"만산동 국민여가캠핑장","1029","운영","자동차야영장","","강원도","화천군","봄,여름,가을,겨울","","지자체","0","0","0","0","0","0"
"가평 사과나무 캠핑장","103","운영","자동차야영장","산,숲","경기도","가평군","봄,여름,가을","전기,장작판매,놀이터","민간","0","4","6","0","0","10"
"만석꾼 캠핑장","1030","운영","자동차야영장","","부산시","기장군","","전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설","민간","0","0","0","0","0","0"
"만수산 자연휴양림","1031","운영","일반야영장","","충청남도","부여군","","물놀이장","지자체","0","0","0","0","0","0"
"만정캠핑장","1032","운영","일반야영장","섬","인천시","중구","봄,여름,가을","전기,무선인터넷,장작판매,온수,물놀이장,운동시설","민간","0","0","23","0","0","23"
"맑은개울 캠핑장","1034","운영","일반야영장","숲,계곡","경상북도","상주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","민간","0","18","5","0","0","23"
"맑은누리 캠핑장","1035","운영","자동차야영장","숲,계곡","충청북도","영동군","봄,여름,가을","전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설","민간","0","6","14","0","0","20"
"맑음터공원 캠핑장","1038","운영","자동차야영장","도심","경기도","오산시","","물놀이장","지자체","0","0","0","0","0","0"
"맘빌리지","1039","운영","일반야영장,카라반","해변,숲","충청남도","태안군","봄,여름,가을","전기,장작판매,온수,트렘폴린,물놀이장,산책로","민간","0","0","0","0","0","12"
"망상오토캠핑리조트 제2오토캠핑장","1040","운영","자동차야영장,카라반","해변","강원도","동해시","봄,여름,가을,겨울","전기,무선인터넷,온수,산책로","지자체","0","0","0","0","0","97"
"매봉힐링캠프","1042","운영","일반야영장","산,숲,계곡","강원도","원주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설,덤프스테이션","민간","4","56","0","0","0","60"
"매일민박캠핑장","1043","운영","자동차야영장","계곡","강원도","철원군","봄,여름,가을","전기,장작판매,온수,산책로,운동장,운동시설","민간","0","29","0","0","0","29"
"매화둠벙마을영농조합법인","1045","운영","일반야영장,글램핑","산,숲","충청남도","태안군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,놀이터,산책로,마트.편의점","민간","0","0","0","0","0","9"
"핫도그342애견글램핑카라반 주식회사","1051","운영","일반야영장","숲,계곡","경기도","포천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","민간","0","20","20","0","0","40"
"멤피스 글램핑","1055","운영","자동차야영장","","충청북도","충주시","","","민간","0","0","0","0","0","0"
